x,y,z
9.35,-2.318,6.446
-13.313,-3.408,6.372
25.072,-6.805,1.469
5.485,-8.231,-4.211
-13.126,3.76,9.546
-4.152,19.003,5.461
-17.085,5.634,0.309
4.642,11.754,-10.119
-16.687,-4.701,-5.332
-12.218,-10.972,11.02
9.951,11.373,-1.038
-5.803,-2.158,-6.729
26.045,0.897,-3.813
21.361,-7.055,7.544
3.999,16.018,10.639
10.532,2.138,-6.822
-14.902,-5.194,2.764
-14.551,-3.559,0.465
4.874,-3.131,-2.984
-5.597,-10.818,-20.762
-10.851,-9.273,8.829
15.901,-1.404,6.332
-3.285,6.281,15.938
1.746,-14.75,2.514
-1.124,12.976,2.691
19.364,-0.819,-4.416
-4.131,-0.822,-1.456
24.465,-2.33,2.727
18.534,-4.605,-4.651
-0.575,7.04,-1.368
0.406,17.224,-1.869
3.871,6.237,14.754
-5.783,-1.227,-5.403
27.391,-7.139,4.078
0.641,14.897,3.838
20.825,5.639,7.039
-15.245,7.617,5.964
18.952,0.728,-4.406
3.479,4.654,-6.278
-15.825,1.017,-10.051
0.734,-13.176,3.753
-8.773,16.413,4.305
-3.955,-1.401,-4.086
-0.054,-6.155,-15.657
-7.252,-9.184,-15.522
5.334,-3.092,-19.515
6.055,5.523,12.275
10.11,3.456,-1.488
10.66,14.249,-2.553
-0.892,3.616,18.127
3.879,12.797,1.546
11.319,-6.72,0.778
17.262,-3.071,9.828
-19.023,-4.918,-9.088
4.452,-12.996,2.107
-1.776,-18.636,5.482
0.358,-18.21,4.65
3.208,6.957,7.57
0.505,-5.165,-14.06
-12.247,8.496,6.181
-9.206,6.62,3.248
22.494,1.987,4.498
0.148,-8.284,-14.519
5.553,-8.75,-23.287
-15.246,-2.127,0.114
3.899,7.05,-3.877
-0.76,10.475,16.627
19.366,-8.167,-4.637
-0.309,-15.607,6.613
14.668,-1.188,10.744
-22.031,1.853,-7.571
3.453,-1.716,-18.567
3.474,-14.238,4.919
2.681,-8.765,2.904
-2.53,-3.494,-25.273
-6.698,9.825,4.765
1.952,-17.585,1.245
-5.14,14.451,9.339
-17.71,-7.3,11.664
19.397,3.259,5.458
-16.092,-7.069,9.747
-22.394,-0.054,-10.478
-8.809,8.384,6.825
-22.539,-0.974,-2.553
2.035,11.388,4.689
24.386,-7.155,6.005
-16.088,-2.677,2.273
9.324,0.525,4.064
5.764,16.081,-5.045
-7.454,13.35,19.957
-1.667,-15.536,7.62
17.98,8.201,3.064
4.393,16.209,4.205
-8.221,-15.057,-13.51
1.226,19.797,0.071
1.216,17.018,-9.538
-17.533,-5.085,4.015
0.395,-16.41,-8.416
-17.871,-2.392,-6.9
-8.788,-1.946,-15.309
-14.839,-5.932,-2.783
1.4,2.966,0.733
-5.212,-15.763,-7.745
5.621,3.704,12.448
3.782,15.947,-2.439
2.187,12.338,-5.99
-13.743,11.449,11.937
17.619,-1.029,0.348
3.502,-0.694,-8.754
4.868,-3.62,-21.686
-6.964,3.119,6.988
11.291,-2.402,0.709
4.463,12.026,1.155
-1.87,-11.76,-13.35
15.591,4.473,7.706
22.831,2.15,8.772
5.594,10.312,3.797
8.731,-6.288,-1.667
-21.983,-0.562,-9.115
2.065,2.746,2.83
0.816,-8.753,7.026
5.65,-9.115,-4.064
0.658,-6.738,-15.281
21.747,1.263,11.369
-15.775,-0.636,-5.566
0.702,-18.566,-7.425
-18.688,-6.768,12.107
-5.749,4.364,19.862
4.073,-4.781,-18.069
-1.801,9.665,0.83
29.298,-2.978,-1.259
-18.982,-5.146,-9.475
-6.789,18.037,11.653
-7.671,14.64,14.225
-5.79,13.92,16.374
-2.182,8.17,-3.312
-6.923,9.535,11.046
-15.99,7.985,11.578
-6.565,13.845,14.764
19.651,-4.034,3.716
-4.117,2.73,-9.368
7.572,-4.396,0.83
33.133,-3.081,-5.713
-2.505,-11.746,-11.442
-5.46,-13.726,-12.959
-5.701,8.805,7.565
2.403,9.386,-7.466
-11.996,10.569,7.888
-15.023,-5.981,-5.378
-6.433,-9.135,16.059
-7.459,7.762,14.069
-7.181,7.095,12.163
22.088,-12.39,2.207
-7.119,4.543,-9.601
8.773,2.561,-5.81
27.166,-9.974,-0.125
-16.807,5.02,12.917
22.134,-4.018,5.201
-3.663,-11.627,-17.416
-5.1,-8.141,-17.277
28.378,-0.508,-4.932
23.825,3.103,1.052
-4.247,-11.342,-21.63
-14.645,17.643,6.795
-17.106,5.625,0.283
4.259,4.857,6.633
-10.359,-4.859,-3.777
4.827,9.769,-7.109
22.857,-4.738,4.624
-7.538,-9.575,12.365
20.638,7.906,6.578
20.922,4.442,1.432
26.557,-7.401,-1.782
-5.562,10.773,17.798
-0.437,-14.646,5.87
2.178,-15.785,-9.544
-14.139,1.242,-3.136
8.48,-0.813,-1.277
-3.249,-6.036,-23.593
-8.884,3.909,4.734
1.846,13.083,-12.401
-14.82,7.449,7.008
-11.83,9.821,15.534
-2.964,6.014,-1.85
-5.54,11.416,17.131
23.698,-6.661,0.81
-2.202,-14.309,-12.11
2.1,-2.6,-16.974
10.855,2.163,-5.359
-16.821,-1.776,4.074
27.265,-5.053,-5.57
-14.32,-5.705,6.925
-8.63,1.533,12.816
0.084,11.748,16.793
2.114,17.616,-0.996
-14.153,17.223,6.541
2.581,-2.448,-16.728
4.28,-1.122,-0.781
-1.654,-18.664,5.19
-22.594,-1.372,-12.302
-7.927,-4.831,-21.867
-6.642,13.174,19.936
-5.369,9.454,8.114
-21.168,-1.77,-8.067
-8.721,15.598,20.854
26.159,-3.446,3.545
0.789,5.882,18.282
-15.064,-0.337,-1.428
-5.242,6.45,12.001
-10.398,-10.731,18.325
-4.345,-11.225,-12.96
-0.925,-7.371,-23.374
-8.627,-10.133,-14.41
-1.584,16.521,-11.892
-2.181,-16.634,-6.298
28.201,-6.73,-5.846
-10.386,9.693,16.247
-7.822,-11.294,14.819
0.105,-16.548,-7.787
6.219,18.723,-3.937
-5.335,1.393,-4.23
-3.18,6.065,15.511
-20.262,-2.836,-11.815
9.919,14.569,-0.951
2.32,-15.478,-10.739
-14.185,0.491,-4.351
5.94,-8.964,-18.951
-2.725,-17.337,-10.217
5.465,18.825,-8.75
21.243,-10.289,-0.215
-10.997,11.122,16.662
-6.737,-6.245,-16.688
-15.524,-7.491,4.146
6.84,-10.231,-23.246
-1.943,8.62,-3.494
-17.611,3.454,-5.76
-15.311,-4.095,9.253
-0.547,1.672,0.482
22.216,0.034,-6.795
1.92,-12.765,3.588
-7.935,-11.985,-14.34
7.426,3.58,-10.676
0.117,-15.124,5.877
-24.214,-0.365,-14.188
-6.348,1.384,-3.456
17.373,-8.093,-5.452
-1.45,-3.579,-17.783
17.293,4.228,6.734
26.186,-10.546,-3.786
-3.041,-1.852,-16.351
28.656,-9.705,-0.925
-14.612,-2.17,-1.581
-20.082,-3.255,10.202
-17.058,-6.642,-9.245
-14.115,-7.719,7.415
-7.695,14.535,14.028
-10.349,9.867,15.907
-6.511,-11.347,1.183
0.732,4.571,2.348
-2.92,17.754,6.542
25.153,-8.355,4.876
-3.532,4.85,17.784
1.909,-10.529,4.021
12.177,9.074,-5.894
-16.245,-2.825,4.114
22.257,-2.502,7.732
19.054,-8.294,0.541
4.007,-7.111,-14.611
-2.445,4.067,11.326
-9.851,8.224,17.171
9.879,5.357,12.428
8.044,-0.753,13.144
-21.373,-4.056,7.544
-1.11,12.017,-8.179
-7.649,4.31,17.613
22.221,4.409,2.903
4.88,16.897,-2.959
10.416,2.37,-2.441
-3.898,11.065,-6.449
1.636,14.537,-7.092
16.321,1.287,9.304
-22.535,-4.071,12.444
2.354,4.499,15.326
9.197,-8.341,-5.355
7.673,21.294,-6.146
21.908,-10.758,2.611
22.262,-1.307,-0.377
-16.08,-2.951,1.927
5.995,-3.763,-5.397
23.157,-0.957,4.775
-3.411,-5.925,-13.606
-21.916,-5.233,-0.721
-21.452,1.609,4.106
5.443,15.663,1.417
4.612,-11.327,-0.01
-10.264,-11.873,13.593
6.388,-3.217,-0.501
-2.279,-10.429,-9.515
0.088,15.121,2.719
-8.66,18.814,12.3
-15.367,-0.796,-5.62
23.57,-6.332,4.587
-12.882,4.838,14.725
-19.324,-7.081,0.963
1.789,0.767,0.182
0.983,7.731,-6.18
5.394,20.333,-7.08
-17.174,-8.5,14.598
4.172,16.349,-1.139
-23.762,0.051,1.202
-23.531,-4.663,-12.119
5.703,-2.941,-4.077
-12.684,-11.479,10.435
20.707,6.477,9.137
-20.868,1.658,3.29
10.08,5.845,-4.648
-6.321,-9.934,13.431
-4.856,13.61,16.562
-22.882,-1.334,-10.695
-2.701,-13.432,-7.143
28.092,-6.985,-1.728
-15.031,7.504,4.412
-23.086,-1.869,3.865
2.214,18.829,-11.132
4.289,-0.552,-4.74
7.6,13.224,0.573
-3.029,0.595,-17.246
7.658,-13.636,-15.01
21.432,4.43,1.359
8.458,12.051,2.06
-4.064,9.763,-7.075
16.853,3.288,8.077
5.169,9.636,5.95
19.129,-10.623,2.224
-10.643,5.009,8.274
-8.128,-3.919,7.898
3.651,8.595,8.078
-23.324,-1.626,6.589
19.215,-0.219,7.013
-9.031,12.321,10.562
6.823,-8.441,-16.072
7.464,-13.303,-15.313
19.471,6.012,-0.62
-21.495,-2.404,8.025
-15.138,-2.407,-6.593
7.38,-3.184,0.228
-10.781,11.267,13.076
2.202,6.002,-3.646
5.242,19.139,-5.423
18.129,-4.651,6.834
-15.629,-5.869,10.752
10.191,12.882,2.818
-1.919,-2.726,-22.685
-21.308,-6.016,-0.428
-1.399,-15.643,-18.272
19.761,-1.616,4.555
7.901,5.106,-8.955
-12.013,-8.335,13.313
-21.283,-2.108,-8.795
24.167,-2.053,0.266
2.988,4.282,-3.715
-5.581,1.315,-9.503
5.979,-7.612,-24.516
0.446,-9.613,-17.489
-3.403,7.512,16.667
-7.367,8.241,23.399
-5.99,-5.136,-14.802
-5.703,7.829,10.334
21.962,5.764,7.87
-23.777,0.01,1.137
-19.104,-4.926,4.862
2.655,3.318,15.133
-16.267,-4.526,13.819
-0.824,0.408,1.444
-7.59,-2.341,9.757
-7.564,9.177,14.875
-15.903,-2.631,13.322
-8.169,-6.949,-19.145
-9.113,9.011,16.337
-15.831,-2.784,1.109
5.604,18.047,-2.678
-3.359,3.966,-0.188
-1.385,18.074,7.323
28.632,-0.906,-6.519
-17.041,-8.073,4.023
-17.032,-9.11,6.343
-14.53,13.668,8.617
-2.946,3.51,-9.221
-8.665,8.247,23.534
-20.124,-4.869,-12.449
5.446,-6.753,-18.555
6.502,-7.407,-1.226
-13.856,11.234,11.863
9.477,2.681,-1.307
-7.792,-2.204,8.789
4.835,15.583,3.614
8.681,4.97,-9.577
-15.142,9.493,12.629
-17.636,2.618,-6.352
1.266,12.756,-15.542
-19.659,-0.825,-11.306
-10.473,16.963,19.629
3.292,0.44,11.708
-4.32,-4.532,-18.779
-24.812,-2.175,-12.774
27.291,-7.981,-4.588
-7.677,-13.817,-5.826
-4.722,-9.527,-21.036
3.25,18.442,-4.931
-5.311,3.073,-6.096
-24.002,0.205,-12.583
2.566,-5.882,-18.22
-20.813,-3.272,-9.083
-15.136,-1.422,-1.44
18.257,6.385,2.028
-17.202,-0.676,4.126
-10.318,-6.668,-2.048
20.696,1.303,-0.35
-14.266,-3.452,6.399
-6.078,2.193,-8.097
-20.973,1.567,2.513
0.185,-10.358,-9.634
0.405,7.974,6.33
24.485,2.274,-0.499
22.102,-0.684,-8.167
-7.206,-1.365,7.862
-2.265,-6.768,-17.163
25.215,3.379,-5.307
-9.592,-6.209,-13.598
-18.414,-4.124,-1.859
18.301,-8.149,-0.116
6.968,-4.616,-6.348
-1.75,-7.78,-14.814
-6.063,11.695,-14.928
-15.884,-5.15,5.202
-20.021,-3.947,13.505
-10.829,-6.335,-1.834
-23.21,-1.238,6.817
-3.73,-9.329,-15.269
14.255,-1.608,11.345
8.286,11.56,4.46
-22.429,-2.554,1.857
10.644,7.956,-5.231
-2.538,-5.813,10.277
6.62,4.895,10.388
-22.18,-2.695,1.533
-14.439,-0.386,-7.047
-9.354,4.864,4.85
-19.633,0.963,-9.348
12.568,-10.448,4.486
-12.751,7.641,12.578
-12.517,3.562,11.758
20.855,-1.605,6.459
-8.526,1.713,-6.956
-3.825,0.033,-17.561
-4.194,12.683,-13.744
1.819,8.709,6.093
5.672,4.804,13.62
-9.923,19.072,14.057
0.714,-18.598,-6.599
-4.127,-3.575,-14.392
6.13,-9.447,-23.049
30.075,-1.855,-5.837
-12.322,-9.062,15.719
3.145,2.917,1.455
-23.137,0.997,-7.989
5.332,5.919,11.935
25.708,-1.961,1.943
-8.217,12.414,5.609
-17.005,-6.702,-9.168
-10.912,13.968,12.363
-5.694,11.673,16.481
6.006,2.125,-12.264
7.138,3.008,-2.872
-11.805,-5.09,0.093
4.028,-1.842,-20.424
0.556,10.787,7.088
-24.039,-0.05,-11.166
-13.136,0.399,-4.148
0.454,-15.702,6.228
21.228,-6.741,6.79
27.699,-3.602,-2.418
0.259,7.888,0.768
-13.77,-3.045,0.489
28.733,-1.426,-0.168
15.855,-1.076,9.94
0.907,5.098,12.65
-2.326,-14.607,-11.231
-2.019,-17.523,-10.674
19.594,-0.991,3.916
29.272,-7.037,-1.804
-1.596,-6.123,-17.519
15.642,-3.674,8.084
28.016,-4.49,-5.407
-17.409,2.403,-8.063
10.913,6.146,-3.576
-3.319,1.299,-16.08
18.523,-7.26,4.928
23.906,-7.203,3.147
10.805,3.388,-6.126
-7.439,-9.485,12.886
-13.911,-7.343,11.372
-13.767,1.96,-7.172
-10.076,11.504,15.898
2.895,2.994,14.854
-20.985,1.651,3.552
-3.522,9.335,19.201
6.185,-10.025,-17.424
-1.197,13.193,-2.324
1.615,-4.409,-13.942
2.163,12.634,-5.866
-4.563,5.466,9.142
-21.48,-0.213,-12.775
18.286,-7.026,-6.964
5.681,-6.06,-2.184
10.71,6.559,-6.693
-11.353,-8.595,-1.151
-7.416,4.788,18.862
-1.615,-13.102,2.017
5.692,-3.382,-24.287
6.14,16.279,-2.973
1.059,14.601,-8.873
-0.107,-9.929,-15.709
-5.322,4.763,-8.71
1.526,-7.824,-21.722
30.835,-2.566,-5.68
-17.947,-8.295,4.703
-6.215,1.952,-5.471
-0.863,3.922,18.203
-2.542,-16.917,-5.924
-21.651,-0.188,-5.408
-6.086,-12.376,-17.631
-5.997,-14.278,-10.831
8.293,0.89,12.256
-3.706,0.498,-6.3
3.766,-0.544,14.731
-7.459,8.672,3.972
-14.364,-8.718,15.984
26.699,-1.747,-5.536
5.88,-3.704,-0.916
-10.917,-9.658,18.622
-19.439,-7.212,2.092
-6.198,-8.393,-16.694
-17.862,12.258,4.693
-11.272,-1.116,3.858
-8.34,2.989,-10.021
-9.125,-6.02,-21.33
10.333,5.427,-1.114
4.288,-1.956,-17.736
-1.535,16.431,-11.941
8.33,0.581,-3.754
-6.394,-2.696,-4.282
-21.322,-0.156,-7.31
22.346,1.098,0.283
4.728,0.136,-5.47
-9.436,3.025,13.72
6.185,0.356,-2.58
-3.217,10.603,9.035
2.224,-9.818,5.914
-10.804,-11.58,17.208
-1.559,-13.797,-11.61
2.801,-18.542,5.322
2.531,7.358,6.002
2.169,-1.537,-20.193
2.159,11.865,-6.254
-6.961,-6.885,-14.552
-5.396,-4.211,-16.911
11.334,7.194,-1.9
19.633,4.894,1.417
-13.57,14.021,5.458
-7.899,-2.833,9.113
-4.549,1.931,19.25
-6.571,17.374,12.477
-1.587,21.081,4.541
24.517,2.433,-6.768
3.148,-3.342,-20.276
1.493,-12.916,6.701
3.3,-12.634,7.141
-10.3,-0.049,-20.915
25.989,-8.493,-3.003
21.272,-5.585,3.665
28.149,-5.546,-0.787
-0.462,16.012,-11.554
15.481,-1.603,8.375
0.0,13.145,13.22
-13.124,-9.088,10.509
18.16,-7.1,-6.511
1.175,3.103,16.421
27.176,-5.804,-3.714
6.561,8.719,3.249
28.33,-6.866,-4.754
-1.004,18.492,-0.748
-13.936,1.156,-12.2
9.014,3.102,-10.747
-13.714,-11.194,13.369
-23.319,-1.761,-8.352
-23.507,-2.515,-0.221
-20.219,-4.112,3.015
-4.239,-5.421,-13.97
6.691,9.586,-1.287
1.464,9.654,-4.285
0.946,-16.788,3.11
-8.014,-6.577,-23.552
-3.145,11.658,16.122
-3.841,-6.25,-13.608
-8.031,-13.19,-13.869
-12.887,7.609,12.651
-22.939,2.405,-8.867
-3.996,1.94,-10.028
0.905,7.942,1.263
26.786,-8.467,-1.573
-3.766,10.966,-6.325
-2.467,-0.291,13.504
-2.571,14.923,-0.68
-23.664,-3.331,-10.229
-2.483,4.718,18.213
-22.673,-0.871,6.875
6.611,14.242,1.728
0.687,13.094,-1.602
-15.428,-10.55,10.685
-0.78,-1.409,2.659
7.462,-9.387,-5.075
4.792,19.374,-7.861
-17.906,-0.78,-1.787
5.516,-4.569,-19.693
-3.073,-1.803,-23.848
-9.794,-8.371,-18.213
-2.045,4.405,17.138
-17.527,-3.366,5.345
6.897,2.929,-7.068
-16.248,-6.302,2.239
-11.327,-1.18,3.801
-1.587,13.324,3.524
-5.261,12.133,13.145
-14.903,-2.472,-3.297
21.596,5.905,-0.897
2.221,10.947,7.157
-19.137,-8.284,13.16
26.82,-9.756,0.097
-19.526,-4.942,-1.69
27.034,-1.151,-4.739
-1.166,5.566,9.852
-8.795,5.996,13.428
-16.967,0.952,9.598
8.222,-1.06,-11.457
4.232,-8.879,0.949
-6.532,-14.527,-15.433
7.436,3.582,2.826
-15.79,-4.387,3.9
-4.79,0.383,12.918
-1.441,-2.641,-14.373
-2.821,-16.775,-13.956
17.288,-1.867,3.204
1.738,-9.853,-21.929
-17.067,0.247,-1.751
-17.388,-6.529,12.201
-9.439,15.569,19.806
19.831,-0.009,-4.14
-9.519,15.371,20.049
-18.041,-4.93,6.929
-2.181,-15.288,4.343
-13.834,-2.423,9.13
-5.034,6.274,15.428
2.674,4.951,10.501
21.837,2.773,-3.696
-15.89,11.603,10.621
20.78,-2.184,9.52
2.515,-12.458,1.358
-10.828,-8.422,17.139
-15.095,-6.875,4.83
-0.073,5.251,-2.595
5.151,16.014,8.45
6.381,-7.097,-22.496
0.427,1.308,2.268
-12.34,10.35,13.695
19.315,1.733,3.091
-20.381,-3.713,13.703
24.799,2.029,-3.801
-15.905,-7.565,-8.299
-9.048,-9.307,19.131
4.517,-13.602,-14.016
18.194,7.158,9.988
2.054,-5.404,-18.257
-8.041,-0.437,-21.7
-4.495,10.069,-5.53
4.779,19.388,-8.229
-20.281,1.234,3.873
-3.251,6.844,0.553
-13.192,5.531,11.389
2.6,-12.289,-7.708
4.711,14.495,0.344
2.99,8.673,4.867
-24.113,0.774,0.033
-16.595,1.439,-3.366
19.036,-10.797,2.503
17.112,7.755,9.053
-17.535,-1.955,-8.478
-22.823,-1.312,2.046
-2.474,0.579,-18.002
21.914,4.163,1.169
6.121,-7.556,-22.078
9.727,12.158,-0.399
-4.459,11.371,15.049
-22.296,-0.709,-13.3
-6.599,15.945,13.576
3.217,-9.01,1.268
-4.927,-9.876,-14.762
-22.733,-1.31,4.322
-6.587,-1.634,-4.932
-16.195,-0.195,7.763
3.696,-13.604,6.22
1.367,-16.582,-7.745
1.472,-7.352,3.327
-5.193,8.373,5.706
-25.039,-1.865,-2.412
-4.434,11.147,9.218
1.523,10.948,-0.076
4.656,20.104,-8.972
2.764,14.202,-8.677
-21.456,1.829,2.466
24.337,-1.45,-5.477
-18.881,-3.932,-4.74
13.934,7.33,-5.539
5.974,1.212,-10.533
24.485,3.299,-4.205
3.605,-10.93,-17.682
9.391,9.407,-4.276
-0.969,10.475,6.367
19.046,-7.248,-4.87
-3.836,-17.464,8.561
0.95,-17.957,3.233
-5.232,-4.263,-22.876
5.773,-4.872,-5.603
-2.968,12.799,3.502
-7.605,0.075,13.29
7.673,-2.897,-4.334
-0.653,18.078,-11.463
-2.227,14.378,-12.775
-0.349,0.089,-22.974
3.457,-6.242,-17.013
-13.654,-4.907,4.606
-17.759,-4.82,-0.913
-14.957,10.746,7.585
-17.098,-7.117,2.107
-21.365,-1.151,-1.611
10.044,-3.613,1.578
-2.472,-14.29,-9.489
-2.432,-0.544,-23.117
4.413,18.426,-6.889
-7.369,-14.467,-16.286
3.199,-12.328,-7.31
-3.741,-13.231,-14.776
22.331,3.056,5.753
16.877,7.596,6.161
-12.183,-4.848,-14.01
-8.115,-3.053,8.41
0.098,-8.63,0.112
-0.207,0.13,-22.961
18.458,1.088,0.338
-7.949,-6.668,-23.924
18.573,4.844,0.207
-20.3,-8.5,0.52
-4.036,-4.882,9.273
-8.979,-9.486,18.617
-1.471,11.386,-3.892
21.454,0.118,8.065
-15.973,-8.329,-5.572
4.232,-13.888,2.207
0.25,6.237,10.784
-8.803,-10.839,-9.938
-2.6,-5.77,10.251
0.843,10.984,3.063
-16.217,12.261,7.233
2.998,5.352,-4.207
-17.062,-3.399,1.843
-4.329,15.328,15.759
-9.835,11.055,0.859
18.677,-3.647,-4.275
20.226,-9.614,2.443
-12.777,-7.676,-4.598
8.342,-9.422,0.016
-18.486,-6.323,8.122
29.299,-5.162,-2.459
0.312,4.918,3.085
6.223,17.126,-0.815
-9.857,13.374,14.248
-19.708,-11.306,8.757
3.627,8.596,8.153
-16.887,-1.455,-10.71
5.873,10.028,-1.019
19.654,-3.268,5.986
-15.842,-7.425,-8.107
-2.929,8.464,10.297
-5.122,6.453,19.239
-15.219,-7.859,-5.262
-21.713,-0.681,-2.777
23.721,1.912,0.766
-0.261,1.504,4.818
8.3,5.656,-10.788
-0.601,-13.577,-5.663
2.837,-4.036,-15.02
2.275,9.193,-12.85
-4.166,-0.018,-5.596
6.202,-13.089,-2.692
6.108,12.178,-1.419
1.266,-7.546,-21.323
-0.825,8.62,17.874
-1.833,-4.887,-14.044
-0.682,4.243,18.282
22.148,-6.516,5.594
-17.503,-1.397,8.392
-14.981,-7.818,15.03
0.228,-2.77,-18.122
19.483,1.711,3.022
-8.537,17.951,10.711
-0.191,8.019,13.043
-11.99,-10.756,11.704
2.917,-10.636,3.434
-18.222,-1.543,0.805
-20.821,-2.994,0.231
2.124,0.715,10.813
4.102,13.768,-1.737
-4.676,-6.769,-16.82
20.464,6.941,8.526
-5.231,-3.512,8.242
22.85,1.182,-4.262
-20.853,-10.089,9.233
-3.36,-12.345,-11.499
2.015,-17.871,-6.796
-6.554,7.246,18.075
8.951,7.534,-4.64
-5.784,7.639,17.572
-24.37,0.265,-13.047
19.339,-1.327,9.216
-23.736,-3.969,-13.107
3.72,17.768,-8.802
-2.388,-7.957,-7.772
24.916,-8.289,4.902
1.849,1.727,-1.728
2.964,11.983,1.585
7.24,8.045,7.115
28.277,-6.624,-6.925
-13.767,0.988,-5.46
-3.293,0.696,-18.285
5.263,14.657,8.907
6.961,12.831,3.786
-2.592,-15.419,7.203
-7.668,14.585,14.051
-5.806,8.317,7.586
-11.98,-8.532,10.297
25.6,-9.544,-0.815
3.568,14.133,2.514
-2.723,1.76,-18.286
9.252,3.953,-5.482
-12.57,-6.449,15.27
7.181,12.661,-0.296
20.761,6.884,6.56
-21.353,-3.829,6.413
-22.938,-0.999,2.195
-9.418,-2.619,-15.545
27.872,-5.324,1.0
-10.774,-8.212,9.476
26.944,0.146,-5.55
-9.433,-7.993,-13.308
-10.664,-8.29,17.259
19.192,-9.056,1.542
1.08,-14.839,10.417
18.801,6.807,5.721
4.8,6.919,14.326
0.567,-5.414,-20.494
28.9,-1.344,-4.777
0.97,2.928,-1.769
-19.723,-10.784,8.963
5.516,19.655,-2.381
5.374,18.49,0.622
-2.612,-15.349,4.5
1.998,10.179,-5.015
7.624,-4.355,-4.361
-10.808,-8.348,11.439
-9.523,14.727,12.647
5.036,0.375,13.185
22.381,0.511,-2.116
0.842,-17.881,3.199
2.516,2.219,3.21
-2.16,-12.196,-10.854
-17.944,2.39,-7.319
-3.802,-15.402,-13.504
3.713,8.363,-3.692
-6.815,-5.752,-21.338
23.544,-6.467,0.731
20.722,7.819,4.328
7.95,-8.698,-4.548
-10.232,-4.796,2.703
19.075,-6.557,-2.303
-0.422,4.907,4.149
-9.158,16.747,18.7
-13.53,0.917,-2.599
8.631,-8.061,4.512
4.169,11.463,-6.891
-5.321,-13.477,-17.205
-5.138,-3.613,-16.858
5.975,17.948,-2.392
-19.407,1.467,6.46
-8.737,2.036,13.348
3.308,-13.691,3.034
-1.328,-13.71,-9.344
-15.825,-6.419,13.338
-9.794,-10.456,13.81
-22.904,-4.713,-12.568
20.181,-5.977,8.445
-8.764,-2.074,-15.33
27.208,-9.936,-1.356
-13.043,-6.719,-5.785
-2.668,5.38,17.428
-12.062,-8.359,-2.611
7.884,-13.952,-14.741
7.697,2.511,-10.315
-2.568,-15.739,-9.4
-4.317,-9.868,-14.578
20.217,-7.571,0.233
-20.062,0.575,7.36
7.231,7.278,15.647
-13.321,15.178,9.534
10.184,-0.161,1.721
-3.53,2.649,-8.737
6.766,14.251,1.23
-2.701,8.027,-2.384
-18.535,-4.248,4.779
4.844,-5.859,-22.205
9.073,3.855,-9.079
22.467,-7.082,8.616
20.161,-9.468,4.576
-0.526,8.698,-8.5
4.955,5.421,8.048
-18.426,-4.763,6.0
-6.273,-13.511,-5.358
4.994,-15.705,-0.437
5.191,-2.218,-5.41
1.635,16.996,0.792
-3.321,-16.089,9.434
-8.08,11.331,3.796
-5.928,1.499,-3.384
2.57,0.591,18.163
-7.032,-9.621,14.974
28.327,-0.138,-6.47
-22.048,0.463,-10.225
-17.262,-4.434,-11.097
1.931,1.473,17.515
-15.856,1.22,-2.724
-5.033,-11.843,-12.281
-4.427,-13.421,-14.977
19.385,-4.603,7.256
-10.255,-5.746,-13.298
-0.12,-16.043,-14.538
24.606,-7.078,2.011
2.828,-12.403,-0.434
5.887,5.897,13.246
-9.814,14.864,3.47
-10.238,-4.796,2.711
-2.826,10.825,-3.417
4.12,-13.155,5.748
-22.005,1.901,-7.663
-6.924,-10.584,-12.024
-2.095,-15.408,7.214
3.845,8.282,-8.519
3.264,16.769,-0.496
-18.311,-2.134,9.573
9.766,-1.512,-3.098
-15.152,-6.206,4.127
20.501,4.13,1.912
-19.072,-5.001,-8.831
-1.289,-5.106,-11.489
1.288,12.737,-15.699
1.011,12.079,-13.686
6.92,2.321,0.892
20.56,-8.901,-5.368
23.44,-3.514,-2.524
24.619,-7.302,-4.72
-14.061,-7.506,7.461
5.214,9.056,-5.701
2.358,-4.44,-13.854
33.132,-3.11,-5.689
2.154,8.135,-7.482
4.332,19.964,-9.625
-0.245,7.616,16.231
-9.01,-1.762,8.716
9.634,8.07,-3.561
3.947,-0.777,-23.015
-21.527,0.765,-0.075
0.025,-18.633,-5.732
5.879,-9.277,-15.672
-17.857,-6.4,-5.299
-7.507,15.83,5.714
-4.558,1.868,19.218
-10.182,-3.378,-12.884
2.248,15.029,-7.839
6.547,-5.341,-4.496
0.866,3.41,9.034
-0.514,-12.898,1.691
-4.939,-9.437,3.319
7.271,3.122,-3.255
10.976,-4.554,0.781
-22.24,1.686,-11.211
18.709,-1.237,9.319
-6.343,12.356,7.138
-19.42,-3.079,13.075
24.306,-5.341,-1.826
-4.131,1.21,-9.584
0.847,0.749,3.716
23.154,2.32,0.277
4.446,14.273,-10.776
23.86,-2.839,6.913
-8.619,-3.621,-19.519
-6.757,8.41,18.242
-10.447,10.5,7.932
-0.444,-14.847,8.845
-16.581,2.957,-8.75
3.038,-5.139,-15.219
-22.112,6.825,-0.147
0.695,-5.43,-20.378
-21.319,-4.165,-12.512
-15.288,7.607,5.891
-5.293,-5.393,-21.899
32.439,-3.524,-4.402
19.096,5.335,8.055
-1.366,5.678,1.59
-2.804,5.21,1.258
-6.651,10.698,22.847
-13.469,-4.928,-1.616
4.96,-3.364,-3.445
5.753,-0.623,-8.702
